6.770000	0.220365	0	1.913043
7.350000	0.129395	1	0.500000
10.000000	0.000000	0	0.500000
7.460000	0.238773	2	0.666667
7.620000	0.344533	0	0.851852
7.580000	0.141528	0	1.000000
6.310000	0.040948	0	1.200000
7.500000	0.567920	0	1.424658
6.770000	0.331402	2	0.600000
6.850000	0.769857	0	2.608155
6.190000	0.023980	0	1.200000
5.920000	0.035046	0	0.500000
7.000000	2.250544	0	3.065319
6.620000	1.450263	0	2.000000
6.810000	0.580035	0	1.111111
4.620000	1.437039	0	2.745098
7.080000	0.101158	0	0.800000
1.620000	0.303194	0	1.714286
1.310000	2.965180	0	1.555556
0.920000	1.723290	0	2.524590
1.810000	2.818442	0	2.400000
6.690000	0.508010	0	1.230769
0.920000	1.493224	0	1.363636
7.460000	0.269249	2	0.666667
8.120000	0.537743	2	2.580645
7.730000	0.692917	0	1.272727
9.150000	0.072308	2	0.500000
0.310000	1.881443	0	2.972973
0.230000	1.582832	0	3.924621
6.690000	0.796491	0	1.076923
8.460000	0.226698	2	0.666667
1.620000	0.847817	0	2.321429
9.440000	0.097375	0	0.500000
8.620000	1.210734	0	1.516129
9.030000	0.620691	2	0.500000
6.810000	0.870492	1	0.750000
6.630000	0.481932	0	0.500000
8.380000	0.890848	2	1.333333
7.380000	4.986727	0	2.659091
6.190000	1.755138	0	2.463768
6.730000	0.741051	0	1.304348
7.920000	0.390287	1	1.304348
8.120000	0.397884	0	1.875000
7.350000	0.104538	2	0.666667
4.880000	0.397885	0	2.256637
5.540000	0.258636	1	0.800000
8.460000	0.220002	0	0.857143
8.130000	0.121179	0	0.857143
3.040000	1.253184	0	2.402985
1.310000	0.260852	0	1.805555
5.960000	0.350665	0	2.163636
6.870000	0.106659	0	0.600000
7.850000	0.227210	0	0.714286
2.650000	0.768154	0	1.734694
8.940000	0.000000	0	0.500000
9.100000	0.054349	2	0.666667
9.290000	0.000000	0	0.500000
8.790000	0.037074	0	0.750000
7.520000	0.647997	1	2.401130
6.270000	3.845347	0	2.647887
5.000000	0.353623	0	1.333333
2.080000	1.158248	0	1.866667
4.420000	0.966983	0	2.072727
4.380000	0.148655	0	1.250000
1.850000	2.986035	0	2.727273
3.080000	0.202637	0	1.333333
0.920000	1.312996	0	2.370370
3.150000	1.120831	0	3.557346
0.540000	2.213098	0	2.400000
8.420000	0.579516	0	2.018182
9.080000	0.072308	2	0.500000
9.040000	0.546420	2	1.772727
8.270000	0.064458	1	1.000000
7.570000	0.042666	0	0.500000
8.500000	0.537743	2	2.580645
8.000000	0.156118	2	0.500000
7.080000	0.362594	0	1.235294
6.850000	0.483595	1	1.612903
7.000000	0.896563	1	0.848101
4.770000	0.430457	0	0.878136
5.620000	0.195814	0	0.848101
5.870000	0.361089	1	2.097179
8.080000	0.201465	1	1.866667
7.000000	0.222823	1	0.777778
6.850000	0.219739	1	0.800000
6.580000	0.794397	0	2.117647
6.420000	1.056787	0	2.058823
8.210000	0.465607	1	1.961207
7.690000	0.275945	1	2.113208
7.230000	0.314040	1	1.750000
6.710000	0.461494	1	0.777778
5.580000	0.386243	0	1.363636
7.480000	0.074217	2	0.600000
8.450000	0.109484	2	1.000000
8.060000	0.224242	0	1.250000
8.080000	0.193287	1	1.800000
8.020000	0.048407	2	1.428571
8.110000	0.043188	1	1.428571
7.920000	0.219552	1	3.042801
7.940000	0.165577	2	1.000000
3.850000	0.959896	0	1.473684
2.810000	1.699518	0	2.333333
6.650000	0.326863	2	0.833333
1.770000	3.495197	0	2.645538
6.580000	0.442081	1	1.574074
6.850000	0.147417	0	0.500000
2.150000	0.613811	0	2.400000
7.250000	0.272723	0	1.108696
5.000000	0.322110	0	1.360000
5.900000	0.836447	0	2.400000
7.420000	0.133764	1	0.500000
7.270000	1.175006	0	3.659091
1.810000	1.230281	0	2.142857
5.060000	0.896782	0	2.411348
5.090000	0.142559	0	2.204819
