0.230000	0.556724987321	king	cabbage	0	3.924621
0.310000	0.537546262575	professor	cucumber	0	2.972973
0.540000	0.395133223118	noon	string	0	2.400000
0.920000	0.74363651642	stock	jaguar	0	2.524590
0.920000	0.739163311481	stock	life	0	1.363636
0.920000	0.515007047871	monk	slave	0	2.370370
1.310000	0.3371500972	stock	CD	0	1.555556
1.310000	2.67686015012	drink	ear	0	1.805555
1.620000	2.92902961249	stock	phone	0	1.714286
1.620000	0.890067734155	holy	sex	0	2.321429
1.770000	0.276438892077	precedent	group	0	2.645538
1.810000	0.366442513781	stock	egg	0	2.400000
1.810000	0.771170559793	energy	secretary	0	2.142857
1.810000	0.515066201459	month	hotel	0	1.953488
1.850000	0.293884700216	forest	graveyard	0	2.727273
2.080000	0.909771583648	cemetery	woodland	0	1.866667
2.150000	1.27712615963	cup	entity	0	2.400000
2.220000	0.552888788632	Wednesday	news	0	2.040816
2.310000	0.747561268253	reason	hypertension	0	1.894737
2.380000	0.296580486309	problem	airport	0	2.000000
2.560000	0.813506154581	volunteer	motto	0	2.914530
2.630000	0.22396868022	opera	industry	0	2.062500
2.650000	0.989149035085	drink	mother	0	1.734694
2.810000	0.447141002785	precedent	cognition	0	2.333333
2.940000	1.21593408665	Mars	water	2	3.778353
2.940000	1.86721139447	peace	insurance	0	1.272727
3.000000	0.788419069965	president	medal	0	1.714286
3.040000	0.550186953527	drink	car	0	2.402985
3.080000	2.310573415	shore	woodland	0	1.333333
3.150000	0.730756442531	coast	forest	0	3.557346
3.160000	1.80494012111	century	nation	0	1.555556
3.250000	0.417789126787	governor	interview	0	1.834951
3.380000	0.773772815659	five	month	0	2.560976
3.470000	1.02090298869	experience	music	1	1.742424
3.630000	1.06781478112	report	gain	0	1.714286
3.630000	0.705024711116	music	project	0	1.272727
3.690000	1.00969407279	atmosphere	landscape	0	2.000000
3.690000	0.505325626781	peace	atmosphere	0	2.826087
3.690000	0.211181913367	morality	marriage	0	1.000000
3.780000	1.11957259197	architecture	century	0	2.984733
3.850000	1.25450524195	precedent	information	0	1.473684
3.910000	0.22848249013	theater	history	0	1.637931
3.940000	0.831737091232	day	summer	0	1.500000
4.060000	0.634085252762	focus	life	0	2.067669
4.130000	1.84778330676	consumer	confidence	0	1.428571
4.250000	1.45831692727	attempt	peace	0	1.333333
4.380000	3.37521981119	coast	hill	0	1.250000
4.380000	0.963871215239	observation	architecture	0	2.609297
4.420000	0.79475209298	food	rooster	0	2.072727
4.470000	0.326521976072	computer	news	0	2.659020
4.560000	1.88322143859	image	surface	0	3.776119
4.620000	0.833578544355	smart	student	0	2.745098
4.630000	1.40113127339	hospital	infrastructure	1	2.516129
4.750000	1.80669779005	peace	plan	0	1.800000
4.750000	1.88884880332	consumer	energy	0	2.217391
4.770000	2.85166765524	tiger	organism	0	0.878136
4.880000	1.72864133977	space	chemistry	0	2.256637
4.940000	1.67627170353	car	flight	0	2.222222
4.940000	0.971276441787	street	children	0	3.151333
5.000000	1.95832297054	monk	oracle	0	1.333333
5.000000	2.68337514926	cup	food	0	1.360000
5.000000	0.795953373051	doctor	personnel	0	2.500000
5.030000	2.13730929858	death	inmate	0	1.200000
5.060000	1.04119487524	secretary	senate	0	2.411348
5.090000	4.99086671391	energy	laboratory	0	2.204819
5.160000	3.95074214691	impartiality	interest	0	2.000000
5.250000	0.517685160451	man	governor	0	1.666667
5.470000	1.36944842726	disability	death	0	1.333333
5.540000	2.86149232548	alcohol	chemistry	1	0.800000
5.560000	7.11409586956	glass	metal	0	1.274510
5.580000	2.88711940548	psychology	discipline	0	1.363636
5.620000	4.00184084679	tiger	fauna	0	0.848101
5.630000	1.63714083177	Mars	scientist	0	2.369231
5.630000	0.742480895967	OPEC	country	0	1.800000
5.630000	1.0786078624	summer	nature	0	0.840000
5.700000	0.869953292208	lobster	wine	0	3.232219
5.750000	0.526052763092	planet	people	0	2.059701
5.870000	3.67787683526	tiger	zoo	1	2.097179
5.900000	1.12358414353	cup	liquid	0	2.400000
5.920000	18.6487141712	cucumber	potato	0	0.500000
5.940000	1.62162863407	energy	crisis	0	2.100000
5.940000	1.21323886247	grocery	money	0	2.766917
5.940000	1.33860923855	life	lesson	0	1.680000
5.960000	2.40806605807	drink	mouth	0	2.163636
5.970000	0.436874668521	baseball	season	0	1.510204
6.030000	1.33129379125	shower	flood	0	2.658228
6.060000	2.4163577756	weapon	secret	1	0.857143
6.190000	15.1123603996	bread	butter	0	1.200000
6.190000	0.491752813564	movie	popcorn	0	2.463768
6.220000	7.17416725854	skin	eye	0	0.666667
6.250000	1.63340242626	nature	man	0	1.597938
6.250000	2.02356236012	family	planning	0	1.428571
6.250000	0.955518693768	disaster	area	0	3.136488
6.270000	0.242635173268	brother	monk	0	2.647887
6.310000	10.8421064044	train	car	0	1.200000
6.310000	1.93095671181	shower	thunderstorm	0	2.869565
6.340000	2.751152733	oil	stock	0	1.428571
6.340000	1.89795457436	video	archive	0	1.875000
6.340000	0.645946010541	governor	office	0	3.003962
6.420000	0.921044390655	psychology	doctor	0	2.058823
6.440000	0.690132077477	competition	price	0	1.782946
6.480000	0.685575760235	dividend	calculation	0	2.722753
6.500000	6.4573203412	Japanese	American	0	0.500000
6.530000	1.42092078509	space	world	0	2.344828
6.560000	2.5180861538	water	seepage	0	2.852871
6.560000	6.36472415286	government	crisis	0	1.200000
6.580000	1.26954302799	psychology	clinic	0	2.117647
6.580000	3.49092533958	cup	coffee	1	1.574074
6.620000	0.757901310639	professor	doctor	0	2.000000
6.630000	1.98440653346	football	tennis	0	0.500000
6.650000	2.41170739237	precedent	law	2	0.833333
6.690000	1.20976473705	fertility	egg	0	1.230769
6.690000	0.985365353766	bishop	rabbi	0	1.076923
